country,age,tenure,balance,products_number,active_member,churn
France,32,9,0.0,2,0,0
France,45,7,145933.27,1,1,0
Germany,35,7,131504.73,1,0,0
Germany,44,8,107926.02,1,1,1
Germany,57,8,112281.6,3,0,1
France,41,7,0.0,2,1,0
Spain,29,10,0.0,1,1,1
Spain,31,7,0.0,1,0,0
France,33,0,124781.67,1,1,0
France,39,9,132865.56,1,1,1
Germany,38,4,129055.13,1,0,0
Germany,76,6,96166.88,1,1,0
France,40,3,165298.12,1,1,0
Spain,33,7,0.0,2,0,0
France,48,6,120682.53,1,0,1
Spain,32,5,102773.15,2,1,0
Germany,42,0,144386.32,1,1,1
Germany,40,7,104449.8,1,1,0
Spain,35,6,137102.65,1,0,0
France,30,9,142475.87,1,1,0
France,43,9,0.0,1,0,0
Spain,37,2,103195.2,2,0,0
France,28,1,112070.44,1,1,0
France,29,7,0.0,2,1,0
France,35,1,96473.59,1,0,0
Spain,37,5,0.0,2,0,0
Germany,49,9,108437.89,1,0,1
France,37,5,153195.59,1,1,0
France,45,8,96877.21,1,1,0
France,44,6,0.0,2,1,0
France,38,10,0.0,1,0,1
France,40,6,95452.89,1,1,0
Spain,41,3,63873.56,1,0,0
France,24,0,148298.59,2,0,0
Spain,31,7,0.0,2,0,0
Germany,37,7,143258.85,2,0,0
Germany,37,9,121342.24,1,1,0
Germany,28,6,99152.73,2,0,0
France,41,4,0.0,2,0,0
Spain,33,7,68423.89,1,1,0
Spain,35,8,0.0,1,0,1
Germany,25,7,79656.81,1,0,0
France,35,2,0.0,2,1,0
France,53,10,110240.04,1,0,1
France,32,9,125321.84,2,1,0
France,27,3,0.0,1,0,0
France,32,2,84378.9,1,1,0
France,45,7,0.0,2,0,0
Germany,35,10,136281.41,2,1,0
France,59,5,119380.37,1,1,0
Germany,62,4,108716.59,2,1,0
France,20,4,0.0,2,1,0
Spain,28,0,0.0,2,0,0
France,31,6,106596.29,1,0,0
France,37,10,99546.25,3,1,1
France,30,5,0.0,1,0,1
France,41,2,0.0,1,0,0
Spain,19,7,112615.86,1,1,0
Spain,22,10,0.0,1,1,0
France,24,9,0.0,2,1,0
France,31,5,0.0,2,0,0
France,28,3,75381.15,1,1,0
Spain,24,5,0.0,2,1,0
Spain,33,5,0.0,2,0,0
Spain,38,1,0.0,2,0,0
Germany,45,1,123086.39,1,1,1
France,26,3,0.0,2,0,0
Spain,37,4,0.0,1,0,0
Spain,48,9,109472.47,1,0,1
Spain,59,4,155766.05,1,1,0
Germany,38,7,101985.81,2,0,0
France,34,2,96019.5,1,0,0
France,30,7,0.0,2,1,0
Spain,35,9,0.0,2,1,0
France,35,2,147900.43,1,0,0
France,52,4,100755.66,1,1,0
Spain,35,7,0.0,1,0,1
France,33,0,83036.05,1,1,1
Spain,27,6,125427.37,2,0,0
France,46,3,98202.76,1,0,0
Spain,41,1,72509.91,1,0,0
Germany,44,3,140393.65,2,1,0
Spain,50,5,142644.64,2,1,1
France,44,9,23503.31,1,1,1
Spain,33,8,145729.71,1,0,0
Germany,40,2,122295.17,2,1,0
France,39,4,0.0,2,0,0
Spain,36,5,119799.27,2,0,0
Spain,37,8,163708.58,2,0,0
France,34,1,61687.33,2,0,0
France,27,4,79144.34,1,1,0
Spain,32,5,0.0,2,1,0
Germany,27,7,104848.68,1,1,0
Spain,26,5,0.0,2,1,0
Spain,46,4,0.0,1,1,0
France,45,8,0.0,1,0,0
France,29,1,146652.01,1,1,0
France,31,6,0.0,2,0,0
France,46,0,0.0,2,1,0
Germany,37,1,130622.34,2,1,0
Germany,69,2,187013.13,2,1,0
Spain,40,9,0.0,2,1,0
France,36,6,0.0,1,0,0
Spain,41,0,0.0,2,0,0
France,44,6,98862.54,1,0,0
Spain,45,4,0.0,2,0,0
Germany,52,1,98443.14,2,0,0
Spain,42,4,0.0,2,0,0
France,47,0,0.0,1,1,1
Germany,23,9,123575.51,1,1,0
France,25,6,0.0,2,1,0
France,31,4,105239.1,1,1,0
Germany,56,9,110993.79,1,0,1
Spain,44,3,0.0,2,1,0
Spain,39,7,157691.98,2,0,1
Germany,47,5,105245.21,1,0,1
Spain,32,8,0.0,2,1,0
France,31,7,117687.35,1,1,0
France,23,2,0.0,2,0,0
Germany,37,7,123067.63,1,1,1
France,45,0,0.0,1,0,0
France,34,6,0.0,2,0,0
France,41,4,101457.14,1,1,0
Spain,52,2,100549.43,2,1,0
Spain,35,4,174588.8,2,1,0
Spain,52,8,121161.57,1,0,0
France,45,9,0.0,2,1,0
Germany,36,5,90063.74,2,1,0
France,45,5,0.0,2,1,0
France,42,3,134936.97,2,0,0
France,24,3,110495.27,1,0,0
Germany,37,2,133200.09,1,0,0
France,41,4,82596.8,1,1,0
Germany,31,9,103837.75,1,1,0
Spain,42,2,0.0,1,0,1
France,52,8,93590.47,1,1,1
Germany,40,8,104149.66,1,0,0
Germany,38,1,114141.64,1,1,1
Germany,31,9,117153.0,1,1,0
Germany,45,7,156353.46,1,0,1
Spain,37,3,175534.78,2,1,0
France,27,9,135637.0,1,0,1
France,30,7,0.0,2,0,0
France,27,2,0.0,2,1,0
France,26,7,0.0,2,1,0
Germany,33,2,83415.04,1,1,0
Germany,43,3,141859.12,2,1,0
Germany,38,7,132767.66,2,1,0
France,31,10,110635.32,1,0,0
Spain,37,8,177657.35,1,1,0
Germany,41,4,157777.58,1,0,0
Germany,47,9,107915.94,2,1,1
Germany,57,5,86568.75,1,1,0
Germany,52,9,137755.76,1,0,1
France,30,2,137262.71,2,0,0
Spain,32,6,0.0,1,1,1
Spain,36,6,0.0,2,1,0
France,28,10,0.0,2,1,0
Germany,50,9,116309.01,1,0,1
France,34,0,131244.65,2,0,0
Germany,28,3,125155.83,2,1,0
Germany,35,5,140691.08,2,0,0
France,41,3,58820.32,2,1,0
Germany,26,3,105099.45,1,1,1
France,31,9,0.0,2,1,0
France,23,9,168372.52,1,0,0
Germany,34,1,94682.56,2,0,0
Spain,36,2,0.0,2,1,0
France,44,5,0.0,2,0,1
France,40,7,0.0,2,1,0
France,73,0,146329.73,1,1,0
Spain,37,2,0.0,2,0,0
France,49,5,167962.7,1,0,0
France,33,1,0.0,2,1,0
France,40,7,0.0,1,1,0
France,48,8,0.0,2,0,0
France,44,3,116967.68,1,0,1
Spain,33,6,0.0,2,1,0
Spain,32,7,0.0,1,1,0
Germany,34,7,93244.42,1,1,0
France,29,5,0.0,2,1,0
France,33,2,0.0,2,0,0
France,35,1,0.0,2,1,0
Germany,43,4,80442.06,2,1,0
Germany,35,2,150561.03,2,0,0
France,60,9,0.0,3,1,1
France,34,9,125474.44,1,0,0
Germany,33,4,127076.68,2,0,0
Spain,25,8,0.0,2,1,0
Spain,37,8,128650.11,2,1,0
Spain,33,6,145580.61,1,1,0
France,51,3,0.0,1,0,1
France,47,9,144900.58,1,0,1
France,37,4,0.0,2,0,0
France,31,8,97588.6,1,0,0
France,24,1,0.0,2,1,0
France,38,1,0.0,2,0,0
Germany,24,10,122200.31,2,0,0
Spain,46,3,151709.33,1,0,0
Spain,22,7,0.0,2,0,0
Spain,33,3,122134.4,2,1,0
Germany,31,2,137260.45,2,0,0
France,30,9,88594.14,1,0,0
Spain,34,6,0.0,2,1,0
Germany,41,8,127205.32,4,0,1
Spain,31,10,96997.09,2,0,0
France,64,2,0.0,1,1,0
France,31,5,142200.19,2,1,0
Germany,39,3,160761.41,1,1,0
France,26,4,0.0,2,0,0
Spain,33,8,0.0,2,0,0
France,29,3,0.0,2,0,0
France,31,0,116234.61,1,0,0
Germany,26,5,155143.52,1,1,1
France,21,1,0.0,2,0,0
France,38,8,0.0,2,0,0
France,34,5,84009.47,1,1,0
Germany,28,7,139246.22,2,0,0
Germany,58,7,170113.0,2,1,0
Spain,41,8,0.0,3,1,1
France,64,2,145578.28,1,1,0
Spain,75,7,126273.95,1,1,0
France,26,10,162482.76,1,1,0
France,29,9,0.0,1,0,0
France,32,2,87814.89,1,0,0
Spain,61,3,113858.95,1,1,0
Germany,43,5,87612.64,4,1,1
France,73,1,0.0,1,1,0
Germany,26,1,106648.98,1,1,0
Spain,31,4,0.0,2,1,0
Germany,38,8,103653.51,2,1,0
Germany,37,3,116880.53,1,0,1
Germany,40,4,97990.49,2,0,0
Germany,34,4,150635.3,1,1,0
Spain,37,4,0.0,2,1,0
France,39,10,129674.89,2,0,0
France,37,9,0.0,2,0,0
France,53,3,83568.26,1,0,0
Spain,48,4,178144.91,2,0,1
Germany,36,6,147137.74,1,1,0
France,37,5,0.0,1,1,1
France,36,3,114370.41,1,1,0
Germany,47,5,108289.28,2,1,1
Germany,39,3,149887.49,2,0,0
Spain,43,4,170172.9,1,1,0
France,27,3,0.0,2,1,0
France,43,7,0.0,2,0,0
Germany,28,2,64808.32,2,0,0
France,56,0,62732.65,1,1,0
France,41,7,0.0,2,1,0
France,29,5,95167.55,1,1,0
Germany,54,2,152508.99,1,0,1
Germany,31,0,134644.19,1,1,0
Spain,33,8,0.0,2,0,0
Germany,31,3,51293.47,1,0,0
France,41,5,0.0,3,0,0
Spain,49,8,116622.73,1,1,0
Spain,49,2,0.0,2,0,0
France,33,1,198113.86,1,0,0
France,29,4,85646.81,1,0,1
Spain,51,7,0.0,1,1,0
France,33,9,141234.98,1,0,0
France,34,10,0.0,2,1,0
France,40,9,77641.99,1,0,1
Spain,30,3,0.0,2,0,0
Germany,40,7,117304.29,1,0,0
Spain,62,2,0.0,2,1,0
Germany,36,6,92340.69,2,1,0
Germany,35,9,146780.52,2,1,0
Spain,41,6,144974.55,1,1,0
France,47,1,0.0,1,0,0
France,31,2,0.0,2,1,0
Spain,43,10,0.0,2,0,0
Spain,37,1,115137.26,1,0,0
France,33,10,101952.97,2,0,0
France,45,0,164649.52,3,0,1
France,31,2,0.0,2,1,0
France,32,0,91956.49,1,1,0
France,39,8,0.0,2,1,0
Germany,32,9,123938.6,2,0,0
Germany,46,6,123571.77,3,1,1
France,34,3,120777.88,1,1,0
Germany,42,5,90248.79,1,1,0
France,36,7,0.0,1,0,0
France,71,4,0.0,2,1,0
Germany,48,1,106396.48,1,1,1
Germany,47,1,104887.43,1,0,1
France,34,2,72079.71,1,1,0
France,37,6,0.0,2,0,0
Spain,36,2,0.0,2,1,0
France,38,3,99844.68,1,0,0
France,28,1,0.0,2,1,0
France,26,3,156815.71,1,1,0
France,47,6,146034.74,1,1,0
France,27,1,152283.39,1,0,0
Germany,33,1,118897.1,2,1,0
Germany,52,8,96781.39,1,1,0
Germany,33,1,102772.67,2,0,0
Spain,20,4,0.0,2,0,0
Spain,39,8,0.0,2,0,0
France,40,4,150578.0,1,1,1
France,46,1,0.0,2,0,0
France,47,3,0.0,2,0,0
France,48,0,0.0,2,0,0
France,42,10,163548.07,1,0,0
France,37,8,148580.12,1,0,0
Germany,32,3,96709.07,2,0,0
Germany,34,5,106011.59,1,1,1
Germany,37,1,135650.88,1,0,0
Germany,55,4,111362.76,3,0,1
France,37,1,39344.83,1,1,1
Germany,36,9,130809.77,1,0,0
France,27,2,133009.51,1,0,0
Germany,28,9,135337.49,2,1,0
France,32,10,112536.57,2,1,0
Spain,35,8,122570.69,1,0,0
France,44,1,63562.02,2,1,1
France,37,3,0.0,2,1,0
Germany,44,9,100368.63,2,0,0
France,37,6,0.0,2,0,0
Spain,33,7,136082.0,1,0,0
Germany,48,9,114169.16,1,0,1
France,45,5,47884.92,1,1,0
Spain,36,1,0.0,2,1,0
Spain,24,9,0.0,1,0,0
France,49,6,202904.64,1,1,1
France,46,1,0.0,1,1,1
Spain,43,2,161807.18,2,1,1
Germany,52,3,110791.97,1,0,1
Spain,33,9,0.0,2,1,0
Germany,54,6,108755.0,1,0,1
Spain,34,3,0.0,2,0,0
France,72,3,0.0,2,1,0
Spain,55,9,117294.12,4,0,1
Germany,26,4,102251.14,1,1,0
France,31,4,0.0,2,0,0
France,22,5,0.0,2,1,0
France,37,2,132057.92,2,0,0
France,33,8,0.0,1,0,1
Germany,35,7,114285.2,1,1,0
France,41,9,0.0,2,0,0
Spain,32,2,76087.98,1,1,0
France,40,8,160272.27,1,0,0
Spain,63,4,114552.6,1,0,1
France,27,8,102000.17,1,1,0
Spain,24,7,0.0,2,0,0
France,33,1,137853.0,1,1,0
France,27,9,0.0,2,0,0
Germany,42,7,162318.61,1,0,0
Spain,50,1,140292.58,3,0,1
France,34,0,0.0,2,1,0
France,34,1,0.0,1,0,0
France,52,2,0.0,1,1,1
France,24,7,126431.54,1,0,0
France,41,3,123475.04,1,1,0
Germany,45,6,97652.96,1,0,0
Spain,42,4,0.0,2,1,0
Germany,49,4,137455.99,1,0,1
France,38,2,0.0,2,1,0
Germany,33,7,99046.31,2,1,0
France,33,9,0.0,2,1,0
Germany,27,4,105907.42,2,1,0
Germany,52,5,97720.35,2,0,1
France,25,9,0.0,2,1,0
Spain,43,4,97392.18,2,0,0
France,29,8,0.0,2,1,0
Germany,28,9,152812.58,1,0,0
France,27,3,139301.68,1,0,0
France,41,10,76319.64,1,1,1
Spain,67,9,125919.35,1,0,1
France,37,6,124348.38,2,1,0
France,29,7,117199.8,1,1,0
Germany,57,9,148384.64,1,0,1
Germany,19,3,113905.48,1,1,0
Spain,32,5,133476.09,1,1,0
France,47,0,117879.32,1,1,0
France,50,2,0.0,2,1,0
France,34,8,122359.5,1,0,0
Spain,28,0,0.0,2,1,1
Germany,59,5,108585.35,1,1,1
France,31,8,145875.74,1,0,0
Spain,36,3,121542.57,2,1,0
Spain,41,7,109508.68,1,0,0
Germany,34,2,146407.11,1,1,0
France,39,6,0.0,1,0,0
Germany,35,8,112330.83,1,1,0
France,35,4,90413.12,1,1,0
France,34,8,105302.66,1,1,0
Spain,35,6,0.0,2,1,0
France,35,1,0.0,2,0,0
Germany,35,4,121520.36,1,0,0
Spain,43,1,103960.38,1,1,0
Germany,39,8,102945.01,1,0,0
France,24,8,92760.55,1,0,0
Spain,37,8,0.0,2,1,0
Germany,40,1,134590.21,1,1,0
France,37,10,104255.03,1,0,0
Spain,55,6,0.0,1,0,1
France,41,3,0.0,2,0,0
France,35,4,0.0,2,0,0
Germany,50,1,121399.98,1,1,1
Germany,35,8,147127.81,2,1,0
Spain,31,8,125927.51,2,0,0
France,25,7,0.0,2,1,0
Germany,48,1,111599.32,1,1,0
France,27,3,0.0,2,0,0
France,38,9,0.0,2,0,0
France,35,8,114212.6,1,1,0
Spain,42,5,0.0,3,1,1
Spain,41,4,115251.64,1,0,0
France,43,9,0.0,2,1,0
France,68,3,107571.61,1,1,0
France,32,2,0.0,2,0,0
Germany,45,9,152367.21,3,0,1
Germany,39,1,130969.77,2,1,0
Germany,25,0,97738.97,2,1,0
Spain,34,8,0.0,2,1,0
Spain,40,4,113794.22,1,0,0
Spain,28,6,128396.33,2,0,0
Spain,48,5,118207.69,2,0,1
Germany,73,9,124730.26,1,1,0
France,41,9,0.0,1,0,0
Spain,52,0,136298.65,1,0,1
France,38,2,0.0,2,0,0
France,35,2,0.0,3,1,0
France,34,5,0.0,2,1,0
France,47,2,125724.95,2,0,0
France,67,2,0.0,2,1,0
France,38,1,0.0,2,1,0
Spain,64,5,0.0,1,0,1
France,46,5,95872.86,1,0,1
France,33,9,0.0,1,0,1
France,37,2,0.0,1,1,1
France,37,7,74260.03,1,0,0
Germany,35,1,123407.69,1,0,1
Spain,33,3,123783.91,2,1,0
France,24,5,0.0,2,0,0
France,36,6,153880.15,1,0,0
France,31,7,0.0,2,1,0
Germany,32,1,106301.85,2,1,0
Spain,40,7,0.0,2,1,1
France,43,9,0.0,2,0,0
Germany,44,3,138076.47,1,0,1
France,30,9,135422.31,1,1,0
Spain,37,7,0.0,2,0,0
France,38,5,126875.62,1,0,0
Spain,28,3,96381.68,2,0,0
Germany,41,4,119703.1,2,1,0
Germany,41,2,152102.18,2,0,0
Germany,36,0,127675.39,2,0,0
Germany,44,2,133776.86,2,1,0
Spain,33,9,72788.03,1,1,0
Spain,26,9,76226.9,1,0,0
Germany,48,9,163630.76,1,1,1
Spain,30,5,0.0,2,0,0
France,46,10,0.0,2,0,0
France,36,3,155423.17,1,1,0
Germany,55,0,98710.89,1,1,1
Spain,49,2,0.0,1,0,1
Spain,41,7,126683.8,1,1,0
France,33,4,140700.61,1,0,0
Germany,30,8,168078.83,1,0,1
Spain,44,4,107726.93,2,0,0
France,33,9,0.0,2,1,0
Spain,63,1,0.0,2,1,0
Germany,21,1,35741.69,1,0,0
Germany,53,5,98268.84,1,1,1
France,20,4,133800.98,1,1,0
France,21,2,125682.79,1,0,0
France,42,9,0.0,2,0,0
France,26,6,130428.78,1,0,0
Spain,37,6,0.0,2,1,0
Spain,27,8,0.0,2,0,0
France,44,6,0.0,2,0,0
Germany,47,0,137138.2,2,1,0
France,23,8,73112.95,1,1,0
France,47,9,152347.01,1,1,0
Spain,41,8,115144.68,1,0,0
France,43,5,0.0,2,0,1
France,39,3,137817.52,1,0,0
Spain,45,7,157332.26,1,0,0
France,37,2,0.0,2,0,0
Germany,39,5,124586.93,1,0,1
Spain,38,6,116980.78,2,1,0
Spain,40,3,128398.38,1,0,0
Spain,39,1,0.0,1,1,0
Germany,33,3,137657.25,2,1,0
Spain,53,5,167259.44,1,1,0
France,45,8,0.0,2,0,0
France,26,4,119009.57,1,0,0
Germany,33,2,80002.33,1,1,0
France,37,4,140211.88,1,1,0
France,44,3,118742.74,2,0,0
Spain,37,1,138207.08,1,0,1
France,47,10,148636.21,1,1,1
France,45,1,178827.79,1,0,0
France,33,5,83134.3,1,0,0
France,92,3,121513.31,1,1,0
Germany,37,6,95900.04,1,1,0
France,30,1,112543.42,1,1,0
Spain,34,9,0.0,1,1,0
Spain,31,3,141751.82,1,1,0
Spain,37,6,124140.57,2,0,0
Germany,45,2,116546.59,2,0,1
France,28,6,0.0,1,0,0
Spain,29,6,157576.47,2,1,0
Spain,43,5,0.0,2,0,0
Germany,44,5,141428.99,2,0,0
Spain,35,0,127510.99,1,1,0
France,29,9,0.0,2,1,0
France,31,10,0.0,2,0,0
Spain,51,6,81818.49,1,1,0
France,36,1,100895.54,1,1,0
Germany,45,5,63832.43,1,1,0
France,29,4,0.0,2,0,0
France,36,4,116085.06,1,0,0
France,57,1,0.0,2,1,0
France,30,1,0.0,2,1,0
Germany,33,2,115761.51,1,1,1
Spain,26,6,0.0,2,1,0
Germany,32,4,139626.01,1,1,1
France,31,7,0.0,1,1,1
France,35,6,115576.44,1,1,0
France,23,4,0.0,2,0,0
Germany,41,5,77647.6,1,0,0
France,40,5,0.0,2,0,0
Germany,34,10,148962.46,1,0,1
France,22,8,0.0,2,0,0
France,37,2,0.0,2,1,0
Germany,41,5,80542.81,1,0,1
France,40,4,0.0,2,0,0
France,34,4,0.0,2,0,0
France,35,9,102050.47,1,1,0
Spain,49,5,0.0,1,0,1
France,24,6,114948.76,2,1,0
Germany,39,8,136000.45,2,0,0
France,32,4,156001.68,2,1,0
Germany,41,3,147974.16,2,0,0
Spain,44,2,0.0,2,0,0
Germany,26,5,90402.77,1,1,0
France,40,5,0.0,2,0,0
France,31,2,0.0,2,1,0
France,44,9,0.0,2,0,0
France,31,3,162701.65,2,1,0
France,34,2,0.0,2,0,0
France,30,6,0.0,2,0,0
Germany,35,5,82453.96,2,0,0
France,35,9,100107.99,1,0,0
France,28,7,0.0,2,1,0
Germany,39,5,83348.89,3,0,1
Germany,44,4,96553.52,2,0,1
France,50,9,201009.64,1,0,1
France,27,5,125167.74,1,0,0
France,32,9,0.0,1,1,0
France,43,5,153313.67,1,0,0
France,30,9,0.0,2,0,0
France,40,2,125879.29,1,0,0
Germany,37,6,170057.62,1,1,0
France,32,1,0.0,2,1,0
Germany,48,2,131326.47,1,0,1
Spain,56,1,128472.8,1,0,1
France,32,6,160485.16,1,0,0
Germany,42,6,84445.68,3,1,1
Germany,40,1,115409.18,2,0,0
Spain,46,8,62400.48,1,1,1
France,50,4,143054.56,1,1,1
France,24,7,133628.09,2,1,0
Spain,41,9,107135.04,2,1,0
Spain,26,7,0.0,2,0,0
France,65,2,151659.52,2,1,0
Spain,32,7,0.0,3,1,0
Germany,51,9,155903.82,2,1,0
Spain,49,4,82940.25,2,0,1
Germany,50,4,112650.89,1,0,1
France,41,10,0.0,1,0,0
Germany,35,4,95853.39,2,0,0
France,42,1,82228.67,2,0,0
Spain,31,4,0.0,2,1,0
Germany,35,1,163700.78,3,1,1
France,34,4,106328.08,1,0,0
France,34,7,152992.91,1,1,0
France,38,3,116439.65,1,0,0
Spain,27,9,101352.78,1,0,0
Spain,37,10,0.0,2,0,0
Germany,75,9,105609.17,1,1,0
France,45,8,0.0,2,1,0
France,67,4,0.0,3,1,0
France,47,8,103894.38,2,1,0
Spain,27,9,139834.93,1,1,0
France,36,6,112518.71,2,1,0
France,37,7,115895.42,1,0,0
Spain,39,3,146408.68,1,0,0
France,34,4,165363.31,2,1,1
France,45,1,0.0,2,0,1
Germany,33,3,71843.15,1,0,0
Spain,35,5,105492.53,1,1,0
France,35,7,183027.25,1,1,0
Germany,29,1,131968.57,2,1,0
France,45,3,104118.5,1,1,0
Spain,27,2,0.0,2,1,0
France,20,0,125023.1,2,1,0
France,30,4,74323.2,1,1,0
France,38,7,109346.13,2,0,0
France,32,6,0.0,2,0,0
Germany,39,3,109698.41,1,1,1
Spain,30,5,0.0,2,1,0
Germany,34,5,127758.09,1,0,0
Germany,50,1,102645.48,1,0,1
France,31,4,93249.4,1,0,0
France,35,5,0.0,2,0,0
Germany,51,1,87779.83,1,1,1
Spain,40,5,0.0,2,0,0
France,38,0,138131.34,1,1,0
Germany,38,4,70362.52,2,1,0
France,32,1,0.0,2,0,0
Germany,48,7,168286.58,1,0,1
France,44,3,86102.27,1,0,1
Germany,25,4,115142.9,1,1,0
Germany,47,0,126597.89,2,1,1
France,33,2,0.0,2,0,0
Germany,30,0,157989.21,2,1,0
Spain,54,1,187997.15,1,0,1
Germany,54,8,172192.49,1,1,0
Germany,38,1,133105.47,1,0,1
Spain,38,4,0.0,2,1,0
France,46,10,0.0,1,0,1
France,21,8,0.0,2,1,0
Germany,35,3,192407.97,1,1,0
Germany,38,9,107199.75,1,0,0
Germany,55,6,115796.7,1,0,1
France,37,5,164858.18,1,1,0
Germany,38,4,117633.28,1,1,0
France,28,9,0.0,2,0,0
France,36,7,0.0,2,0,0
Germany,30,6,126663.51,1,1,0
Germany,71,6,140273.47,1,1,1
Spain,60,7,0.0,2,1,0
Germany,21,8,153344.72,1,1,0
Germany,23,9,123943.18,1,1,0
France,39,5,0.0,1,0,0
Germany,33,7,98630.31,2,1,0
France,33,2,58036.33,1,1,0
Spain,28,5,0.0,2,0,0
Germany,45,7,109200.74,2,1,0
Spain,30,0,0.0,2,1,0
France,33,7,0.0,1,0,0
France,33,6,0.0,2,1,0
Germany,30,1,83173.98,2,1,0
France,40,3,0.0,1,0,1
Spain,24,7,0.0,2,0,0
France,22,5,82559.42,2,0,1
France,32,5,73494.21,1,0,0
Spain,29,2,132450.24,1,1,0
France,49,6,128663.9,1,0,1
France,36,2,79951.9,1,1,1
Germany,51,8,132508.3,1,1,1
Germany,38,1,120530.13,2,0,0
France,35,10,74988.59,2,1,0
France,47,6,94722.88,1,1,0
Spain,33,5,0.0,2,0,0
France,31,6,71269.89,2,1,0
Germany,41,9,98612.1,1,0,0
France,40,6,138033.55,1,1,0
France,41,2,91621.69,1,1,0
France,54,3,140014.42,1,1,0
Spain,27,5,126815.97,2,1,0
France,64,3,139663.37,1,1,0
France,28,7,0.0,2,1,0
France,34,1,165312.27,1,0,0
France,26,8,0.0,2,0,0
Spain,33,8,0.0,2,1,0
Germany,54,1,123699.28,2,1,0
Germany,29,3,97325.15,1,1,0
France,32,5,97041.16,1,1,0
France,36,5,0.0,2,0,0
France,50,0,104129.24,2,0,1
France,43,1,0.0,1,1,0
France,28,3,104367.5,1,1,0
France,46,7,135369.71,1,1,0
Spain,41,6,112119.48,1,0,0
France,66,7,123760.68,1,1,0
France,41,6,0.0,1,1,1
Spain,57,6,0.0,2,1,0
France,39,5,0.0,2,1,0
France,36,3,0.0,2,1,0
France,44,3,0.0,2,1,0
Spain,31,5,0.0,1,0,0
Spain,42,7,0.0,2,0,1
France,42,1,152160.21,2,0,0
France,59,5,0.0,2,1,0
France,24,2,0.0,2,1,0
France,36,3,0.0,2,0,0
France,36,4,172381.8,1,1,0
Germany,41,6,106116.56,2,0,0
France,36,5,141952.07,1,1,0
Spain,33,7,0.0,2,1,0
France,37,6,138497.84,1,1,0
Spain,34,1,0.0,2,0,0
Germany,33,3,124213.36,2,0,0
France,37,4,126872.6,1,0,0
Spain,42,2,0.0,2,0,0
France,37,8,0.0,1,1,0
France,26,1,120923.52,1,1,0
Spain,47,7,142643.54,1,0,0
Germany,41,10,79857.64,1,1,0
France,46,10,95502.21,1,0,0
France,38,5,0.0,2,0,0
Germany,23,8,197715.93,2,1,0
France,30,8,85859.76,1,0,0
France,44,7,85304.27,1,1,0
Germany,35,1,132371.3,2,0,0
Spain,33,4,0.0,1,0,0
France,31,5,0.0,1,0,1
Germany,39,4,79896.0,1,0,0
France,29,5,0.0,2,1,0
France,36,4,0.0,2,0,0
France,36,1,0.0,2,1,0
Germany,31,4,146587.3,1,1,0
France,42,7,0.0,2,1,0
Spain,32,8,0.0,2,1,0
Spain,32,3,109109.33,1,1,0
Spain,26,8,0.0,2,1,0
France,34,5,0.0,1,0,0
France,56,9,142147.32,1,0,1
Spain,43,10,0.0,2,1,0
France,49,3,0.0,2,1,0
Spain,35,0,0.0,2,1,0
France,36,8,109106.8,1,0,0
France,36,2,112262.84,1,0,0
Spain,36,5,0.0,2,0,0
Spain,52,8,0.0,2,1,0
Spain,26,8,144238.7,1,1,0
Spain,32,1,159397.75,1,1,0
Spain,30,4,125385.01,1,0,0
France,60,8,69365.25,1,1,0
France,31,7,155271.83,1,1,0
Spain,29,5,197200.04,2,0,0
Spain,48,5,144837.79,1,1,0
France,57,3,0.0,3,0,1
France,34,8,0.0,2,0,0
Spain,50,3,163085.79,1,1,0
Germany,38,7,125903.22,2,1,0
France,22,6,154377.3,1,1,0
Spain,41,7,107511.52,1,1,0
Germany,30,8,127406.5,1,0,0
Spain,24,8,143656.55,1,1,0
France,39,5,138106.75,1,0,0
France,27,9,128940.24,1,0,0
Germany,37,9,114453.58,1,1,0
France,33,2,0.0,2,0,0
France,48,3,0.0,1,0,0
France,41,1,131762.94,1,1,0
France,31,6,0.0,1,0,0
France,41,3,150300.65,2,0,0
Spain,39,10,108935.39,1,1,0
France,37,7,135847.47,1,0,0
Germany,37,7,109908.06,2,0,1
Germany,49,8,142946.18,1,0,1
Germany,45,3,104339.11,2,1,1
France,33,5,157274.36,2,1,0
France,64,0,98848.19,1,1,0
Germany,39,8,105103.33,1,0,1
France,34,7,0.0,2,1,0
Germany,66,0,127120.62,1,1,1
France,39,2,0.0,2,0,0
Germany,36,3,129118.5,2,0,0
France,43,4,0.0,1,0,0
France,46,0,0.0,3,1,1
France,36,3,146053.66,1,1,0
Spain,67,10,124577.15,1,1,0
Spain,29,4,151012.55,2,0,0
Spain,58,5,216109.88,1,1,1
France,34,2,144318.97,1,0,0
France,39,4,0.0,2,0,0
France,26,7,0.0,2,0,0
Germany,77,3,27517.15,2,1,0
France,29,5,147092.65,1,0,0
Germany,51,2,92246.14,2,1,0
France,41,8,0.0,2,0,1
Germany,40,8,148897.02,1,0,0
Spain,50,8,0.0,1,0,1
France,36,9,0.0,1,0,1
Germany,33,10,138335.96,1,1,0
Germany,50,10,92895.56,1,0,1
Spain,46,9,160736.63,1,1,0
France,32,4,0.0,2,1,0
France,37,9,0.0,2,0,0
France,28,4,107141.27,1,0,0
France,55,0,0.0,3,0,1
France,37,4,132446.08,2,0,1
France,57,1,92053.0,1,1,1
Spain,38,2,96798.79,2,1,0
